game_date,match,period,A,player_A,a,b,player_B,B,phase,detail,notes,broadcast_date
2021-09-22,王座戦,69,▲,永瀬拓矢,○,●,木村一基,△,五番勝負,第3局,,なし
2021-09-15,王座戦,69,△,永瀬拓矢,○,●,木村一基,▲,五番勝負,第2局,,なし
2021-09-01,王座戦,69,▲,永瀬拓矢,●,○,木村一基,△,五番勝負,第1局,,なし
2020-10-14,王座戦,68,△,永瀬拓矢,○,●,久保利明,▲,五番勝負,第5局,,なし
2020-10-06,王座戦,68,△,永瀬拓矢,●,○,久保利明,▲,五番勝負,第4局,,なし
2020-09-24,王座戦,68,▲,永瀬拓矢,○,●,久保利明,△,五番勝負,第3局,,なし
2020-09-09,王座戦,68,△,永瀬拓矢,●,○,久保利明,▲,五番勝負,第2局,,なし
2020-09-03,王座戦,68,▲,永瀬拓矢,○,●,久保利明,△,五番勝負,第1局,,なし
2019-05-17,名人戦,77,△,佐藤天彦,●,○,豊島将之,▲,七番勝負,第4局,,なし
2019-05-08,名人戦,77,▲,佐藤天彦,●,○,豊島将之,△,七番勝負,第3局,,なし
2019-04-23,名人戦,77,△,佐藤天彦,●,○,豊島将之,▲,七番勝負,第2局,,なし
2019-04-11,名人戦,77,△,佐藤天彦,●,○,豊島将之,▲,七番勝負,第1局,,なし
2019-04-11,名人戦,77,▲,佐藤天彦,千,千,豊島将之,△,七番勝負,第1局,,なし
2019-05-11,叡王戦,4,▲,高見泰地,●,○,永瀬拓矢,△,七番勝負,第4局,,なし
2019-05-04,叡王戦,4,△,高見泰地,●,○,永瀬拓矢,▲,七番勝負,第3局,,なし
2019-04-13,叡王戦,4,▲,高見泰地,●,○,永瀬拓矢,△,七番勝負,第2局,,なし
2019-04-06,叡王戦,4,△,高見泰地,●,○,永瀬拓矢,▲,七番勝負,第1局,,なし
2019-07-09,棋聖戦,90,▲,豊島将之,●,○,渡辺明,△,五番勝負,第4局,,なし
2019-06-29,棋聖戦,90,△,豊島将之,●,○,渡辺明,▲,五番勝負,第3局,,なし
2019-06-19,棋聖戦,90,▲,豊島将之,●,○,渡辺明,△,五番勝負,第2局,,なし
2019-06-04,棋聖戦,90,△,豊島将之,○,●,渡辺明,▲,五番勝負,第1局,,なし
2019-09-29,王位戦,60,▲,豊島将之,●,○,木村一基,△,七番勝負,第7局,,なし
2019-09-15,王位戦,60,△,豊島将之,○,●,木村一基,▲,七番勝負,第6局,,なし
2019-08-28,王位戦,60,▲,豊島将之,●,○,木村一基,△,七番勝負,第5局,,なし
2019-08-20,王位戦,60,△,豊島将之,●,○,木村一基,▲,七番勝負,第4局,,なし
2019-08-09,王位戦,60,▲,豊島将之,○,●,木村一基,△,七番勝負,第3局,,なし
2019-07-31,王位戦,60,△,豊島将之,●,○,木村一基,▲,七番勝負,第2局,,なし
2019-07-04,王位戦,60,▲,豊島将之,○,●,木村一基,△,七番勝負,第1局,,なし
2019-10-01,王座戦,67,△,斎藤慎太郎,●,○,永瀬拓矢,▲,五番勝負,第3局,,なし
2019-09-18,王座戦,67,▲,斎藤慎太郎,●,○,永瀬拓矢,△,五番勝負,第2局,,なし
2019-09-02,王座戦,67,▲,斎藤慎太郎,●,○,永瀬拓矢,△,五番勝負,第1局,,なし
2019-09-02,王座戦,67,△,斎藤慎太郎,千,千,永瀬拓矢,▲,五番勝負,第1局,,なし
2019-12-07,竜王戦,32,△,広瀬章人,●,○,豊島将之,▲,七番勝負,第5局,,なし
2019-11-22,竜王戦,32,▲,広瀬章人,○,●,豊島将之,△,七番勝負,第4局,,なし
2019-11-10,竜王戦,32,△,広瀬章人,●,○,豊島将之,▲,七番勝負,第3局,,なし
2019-10-24,竜王戦,32,▲,広瀬章人,●,○,豊島将之,△,七番勝負,第2局,,なし
2019-10-12,竜王戦,32,△,広瀬章人,●,○,豊島将之,▲,七番勝負,第1局,,なし
2020-03-26,王将戦,69,▲,渡辺明,○,●,広瀬章人,△,七番勝負,第7局,,なし
2020-03-14,王将戦,69,△,渡辺明,○,●,広瀬章人,▲,七番勝負,第6局,,なし
2020-03-06,王将戦,69,▲,渡辺明,●,○,広瀬章人,△,七番勝負,第5局,,なし
2020-02-21,王将戦,69,△,渡辺明,●,○,広瀬章人,▲,七番勝負,第4局,,なし
2020-02-09,王将戦,69,▲,渡辺明,○,●,広瀬章人,△,七番勝負,第3局,,なし
2020-01-26,王将戦,69,△,渡辺明,●,○,広瀬章人,▲,七番勝負,第2局,,なし
2020-01-13,王将戦,69,▲,渡辺明,○,●,広瀬章人,△,七番勝負,第1局,,なし
2020-03-17,棋王戦,45,△,渡辺明,○,●,本田奎,▲,五番勝負,第4局,,なし
2020-03-01,棋王戦,45,▲,渡辺明,○,●,本田奎,△,五番勝負,第3局,,なし
2020-02-16,棋王戦,45,△,渡辺明,●,○,本田奎,▲,五番勝負,第2局,,なし
2020-02-01,棋王戦,45,▲,渡辺明,○,●,本田奎,△,五番勝負,第1局,,なし
2018-06-20,名人戦,76,,佐藤天彦,○,●,羽生善治,,七番勝負,第6局,,なし
2018-05-30,名人戦,76,,佐藤天彦,○,●,羽生善治,,七番勝負,第5局,,なし
2018-05-20,名人戦,76,,佐藤天彦,○,●,羽生善治,,七番勝負,第4局,,なし
2018-05-09,名人戦,76,,佐藤天彦,●,○,羽生善治,,七番勝負,第3局,,なし
2018-04-20,名人戦,76,,佐藤天彦,○,●,羽生善治,,七番勝負,第2局,,なし
2018-04-12,名人戦,76,,佐藤天彦,●,○,羽生善治,,七番勝負,第1局,,なし
2018-05-26,叡王戦,3,,高見泰地,○,●,金井恒太,,七番勝負,第4局,,なし
2018-05-12,叡王戦,3,,高見泰地,○,●,金井恒太,,七番勝負,第3局,,なし
2018-05-12,叡王戦,3,,高見泰地,千,千,金井恒太,,七番勝負,第3局,,なし
2018-04-28,叡王戦,3,,高見泰地,○,●,金井恒太,,七番勝負,第2局,,なし
2018-04-14,叡王戦,3,,高見泰地,○,●,金井恒太,,七番勝負,第1局,,なし
2018-07-17,棋聖戦,89,,羽生善治,●,○,豊島将之,,五番勝負,第5局,,なし
2018-07-10,棋聖戦,89,,羽生善治,○,●,豊島将之,,五番勝負,第4局,,なし
2018-06-30,棋聖戦,89,,羽生善治,●,○,豊島将之,,五番勝負,第3局,,なし
2018-06-16,棋聖戦,89,,羽生善治,○,●,豊島将之,,五番勝負,第2局,,なし
2018-06-06,棋聖戦,89,,羽生善治,●,○,豊島将之,,五番勝負,第1局,,なし
2018-09-27,王位戦,59,,菅井竜也,●,○,豊島将之,,七番勝負,第7局,,なし
2018-09-11,王位戦,59,,菅井竜也,●,○,豊島将之,,七番勝負,第6局,,なし
2018-08-30,王位戦,59,,菅井竜也,○,●,豊島将之,,七番勝負,第5局,,なし
2018-08-23,王位戦,59,,菅井竜也,●,○,豊島将之,,七番勝負,第4局,,なし
2018-08-02,王位戦,59,,菅井竜也,○,●,豊島将之,,七番勝負,第3局,,なし
2018-07-25,王位戦,59,,菅井竜也,●,○,豊島将之,,七番勝負,第2局,,なし
2018-07-05,王位戦,59,,菅井竜也,○,●,豊島将之,,七番勝負,第1局,,なし
2018-10-30,王座戦,66,,中村太地,●,○,斎藤慎太郎,,五番勝負,第5局,,なし
2018-10-16,王座戦,66,,中村太地,○,●,斎藤慎太郎,,五番勝負,第4局,,なし
2018-10-02,王座戦,66,,中村太地,○,●,斎藤慎太郎,,五番勝負,第3局,,なし
2018-09-20,王座戦,66,,中村太地,●,○,斎藤慎太郎,,五番勝負,第2局,,なし
2018-09-04,王座戦,66,,中村太地,●,○,斎藤慎太郎,,五番勝負,第1局,,なし
2018-12-21,竜王戦,31,,羽生善治,●,○,広瀬章人,,七番勝負,第7局,,なし
2018-12-13,竜王戦,31,,羽生善治,●,○,広瀬章人,,七番勝負,第6局,,なし
2018-12-05,竜王戦,31,,羽生善治,○,●,広瀬章人,,七番勝負,第5局,,なし
2018-11-25,竜王戦,31,,羽生善治,●,○,広瀬章人,,七番勝負,第4局,,なし
2018-11-02,竜王戦,31,,羽生善治,●,○,広瀬章人,,七番勝負,第3局,,なし
2018-10-24,竜王戦,31,,羽生善治,○,●,広瀬章人,,七番勝負,第2局,,なし
2018-10-12,竜王戦,31,,羽生善治,○,●,広瀬章人,,七番勝負,第1局,,なし
2019-02-25,王将戦,68,,久保利明,●,○,渡辺明,,七番勝負,第4局,,なし
2019-02-07,王将戦,68,,久保利明,●,○,渡辺明,,七番勝負,第3局,,なし
2019-01-27,王将戦,68,,久保利明,●,○,渡辺明,,七番勝負,第2局,,なし
2019-01-14,王将戦,68,,久保利明,●,○,渡辺明,,七番勝負,第1局,,なし
2019-03-17,棋王戦,44,,渡辺明,○,●,広瀬章人,,五番勝負,第4局,,なし
2019-03-10,棋王戦,44,,渡辺明,●,○,広瀬章人,,五番勝負,第3局,,なし
2019-02-10,棋王戦,44,,渡辺明,○,●,広瀬章人,,五番勝負,第2局,,なし
2019-02-02,棋王戦,44,,渡辺明,○,●,広瀬章人,,五番勝負,第1局,,なし
2018-03-15,王将戦,67,,久保利明,○,●,豊島将之,,七番勝負,第6局,,なし
2018-03-07,王将戦,67,,久保利明,●,○,豊島将之,,七番勝負,第5局,,なし
2018-02-20,王将戦,67,,久保利明,○,●,豊島将之,,七番勝負,第4局,,なし
2018-02-04,王将戦,67,,久保利明,○,●,豊島将之,,七番勝負,第3局,,なし
2018-01-28,王将戦,67,,久保利明,○,●,豊島将之,,七番勝負,第2局,,なし
2018-01-08,王将戦,67,,久保利明,●,○,豊島将之,,七番勝負,第1局,,なし
2017-12-05,竜王戦,30,,渡辺明,●,○,羽生善治,,七番勝負,第5局,,なし
2017-11-24,竜王戦,30,,渡辺明,●,○,羽生善治,,七番勝負,第4局,,なし
2017-11-05,竜王戦,30,,渡辺明,○,●,羽生善治,,七番勝負,第3局,,なし
2017-10-29,竜王戦,30,,渡辺明,●,○,羽生善治,,七番勝負,第2局,,なし
2017-10-21,竜王戦,30,,渡辺明,●,○,羽生善治,,七番勝負,第1局,,なし
2017-08-30,王位戦,58,,羽生善治,●,○,菅井竜也,,七番勝負,第5局,,なし
2017-08-23,王位戦,58,,羽生善治,●,○,菅井竜也,,七番勝負,第4局,,なし
2017-08-09,王位戦,58,,羽生善治,○,●,菅井竜也,,七番勝負,第3局,,なし
2017-07-26,王位戦,58,,羽生善治,●,○,菅井竜也,,七番勝負,第2局,,なし
2017-07-06,王位戦,58,,羽生善治,●,○,菅井竜也,,七番勝負,第1局,,なし
2017-06-06,名人戦,75,,佐藤天彦,○,●,稲葉陽,,七番勝負,第6局,,なし
2017-05-27,名人戦,75,,佐藤天彦,○,●,稲葉陽,,七番勝負,第5局,,なし
2017-05-17,名人戦,75,,佐藤天彦,○,●,稲葉陽,,七番勝負,第4局,,なし
2017-05-02,名人戦,75,,佐藤天彦,●,○,稲葉陽,,七番勝負,第3局,,なし
2017-04-21,名人戦,75,,佐藤天彦,○,●,稲葉陽,,七番勝負,第2局,,なし
2017-04-07,名人戦,75,,佐藤天彦,●,○,稲葉陽,,七番勝負,第1局,,なし
2018-03-30,棋王戦,43,,渡辺明,○,●,永瀬拓矢,,五番勝負,第5局,,なし
2018-03-20,棋王戦,43,,渡辺明,●,○,永瀬拓矢,,五番勝負,第4局,,なし
2018-03-11,棋王戦,43,,渡辺明,○,●,永瀬拓矢,,五番勝負,第3局,,なし
2018-02-24,棋王戦,43,,渡辺明,●,○,永瀬拓矢,,五番勝負,第2局,,なし
2018-02-12,棋王戦,43,,渡辺明,○,●,永瀬拓矢,,五番勝負,第1局,,なし
2017-10-11,王座戦,65,,羽生善治,●,○,中村太地,,五番勝負,第4局,,なし
2017-10-03,王座戦,65,,羽生善治,○,●,中村太地,,五番勝負,第3局,,なし
2017-09-19,王座戦,65,,羽生善治,●,○,中村太地,,五番勝負,第2局,,なし
2017-09-05,王座戦,65,,羽生善治,●,○,中村太地,,五番勝負,第1局,,なし
2017-07-11,棋聖戦,88,,羽生善治,○,●,斎藤慎太郎,,五番勝負,第4局,,なし
2017-07-01,棋聖戦,88,,羽生善治,●,○,斎藤慎太郎,,五番勝負,第3局,,なし
2017-06-17,棋聖戦,88,,羽生善治,○,●,斎藤慎太郎,,五番勝負,第2局,,なし
2017-06-01,棋聖戦,88,,羽生善治,○,●,斎藤慎太郎,,五番勝負,第1局,,なし
2017-03-15,王将戦,66,,郷田真隆,●,○,久保利明,,七番勝負,第6局,,なし
2017-03-02,王将戦,66,,郷田真隆,○,●,久保利明,,七番勝負,第5局,,なし
2017-02-14,王将戦,66,,郷田真隆,○,●,久保利明,,七番勝負,第4局,,なし
2017-02-02,王将戦,66,,郷田真隆,●,○,久保利明,,七番勝負,第3局,,なし
2017-01-24,王将戦,66,,郷田真隆,●,○,久保利明,,七番勝負,第2局,,なし
2017-01-09,王将戦,66,,郷田真隆,●,○,久保利明,,七番勝負,第1局,,なし
2016-12-22,竜王戦,29,,渡辺明,○,●,丸山忠久,,七番勝負,第7局,,なし
2016-12-08,竜王戦,29,,渡辺明,●,○,丸山忠久,,七番勝負,第6局,,なし
2016-12-02,竜王戦,29,,渡辺明,○,●,丸山忠久,,七番勝負,第5局,,なし
2016-11-22,竜王戦,29,,渡辺明,○,●,丸山忠久,,七番勝負,第4局,,なし
2016-11-08,竜王戦,29,,渡辺明,●,○,丸山忠久,,七番勝負,第3局,,なし
2016-10-28,竜王戦,29,,渡辺明,●,○,丸山忠久,,七番勝負,第2局,,なし
2016-10-16,竜王戦,29,,渡辺明,○,●,丸山忠久,,七番勝負,第1局,,なし
2016-09-27,王位戦,57,,羽生善治,○,●,木村一基,,七番勝負,第7局,,なし
2016-09-13,王位戦,57,,羽生善治,○,●,木村一基,,七番勝負,第6局,,なし
2016-08-31,王位戦,57,,羽生善治,●,○,木村一基,,七番勝負,第5局,,なし
2016-08-23,王位戦,57,,羽生善治,●,○,木村一基,,七番勝負,第4局,,なし
2016-08-10,王位戦,57,,羽生善治,○,●,木村一基,,七番勝負,第3局,,なし
2016-07-28,王位戦,57,,羽生善治,○,●,木村一基,,七番勝負,第2局,,なし
2016-07-06,王位戦,57,,羽生善治,●,○,木村一基,,七番勝負,第1局,,なし
2016-05-31,名人戦,74,,羽生善治,●,○,佐藤天彦,,七番勝負,第5局,,なし
2016-05-26,名人戦,74,,羽生善治,●,○,佐藤天彦,,七番勝負,第4局,,なし
2016-05-13,名人戦,74,,羽生善治,●,○,佐藤天彦,,七番勝負,第3局,,なし
2016-04-23,名人戦,74,,羽生善治,●,○,佐藤天彦,,七番勝負,第2局,,なし
2016-04-06,名人戦,74,,羽生善治,○,●,佐藤天彦,,七番勝負,第1局,,なし
2017-03-27,棋王戦,42,,渡辺明,○,●,千田翔太,,五番勝負,第5局,,なし
2017-03-20,棋王戦,42,,渡辺明,○,●,千田翔太,,五番勝負,第4局,,なし
2017-03-05,棋王戦,42,,渡辺明,●,○,千田翔太,,五番勝負,第3局,,なし
2017-02-18,棋王戦,42,,渡辺明,○,●,千田翔太,,五番勝負,第2局,,なし
2017-02-05,棋王戦,42,,渡辺明,●,○,千田翔太,,五番勝負,第1局,,なし
2016-10-04,王座戦,64,,羽生善治,○,●,糸谷哲郎,,五番勝負,第3局,,なし
2016-09-20,王座戦,64,,羽生善治,○,●,糸谷哲郎,,五番勝負,第2局,,なし
2016-09-06,王座戦,64,,羽生善治,○,●,糸谷哲郎,,五番勝負,第1局,,なし
2016-08-01,棋聖戦,87,,羽生善治,○,●,永瀬拓矢,,五番勝負,第5局,,なし
2016-07-13,棋聖戦,87,,羽生善治,○,●,永瀬拓矢,,五番勝負,第4局,,なし
2016-07-02,棋聖戦,87,,羽生善治,●,○,永瀬拓矢,,五番勝負,第3局,,なし
2016-06-18,棋聖戦,87,,羽生善治,○,●,永瀬拓矢,,五番勝負,第2局,,なし
2016-06-03,棋聖戦,87,,羽生善治,●,○,永瀬拓矢,,五番勝負,第1局,,なし
2016-06-03,棋聖戦,87,,羽生善治,千,千,永瀬拓矢,,五番勝負,第1局,,なし
2016-03-21,棋王戦,41,,渡辺明,○,●,佐藤天彦,,五番勝負,第4局,,なし
2016-03-06,棋王戦,41,,渡辺明,○,●,佐藤天彦,,五番勝負,第3局,,なし
2016-02-20,棋王戦,41,,渡辺明,●,○,佐藤天彦,,五番勝負,第2局,,なし
2016-02-11,棋王戦,41,,渡辺明,○,●,佐藤天彦,,五番勝負,第1局,,なし
2016-03-19,王将戦,65,,郷田真隆,○,●,羽生善治,,七番勝負,第6局,,なし
2016-03-14,王将戦,65,,郷田真隆,○,●,羽生善治,,七番勝負,第5局,,なし
2016-02-17,王将戦,65,,郷田真隆,○,●,羽生善治,,七番勝負,第4局,,なし
2016-02-05,王将戦,65,,郷田真隆,●,○,羽生善治,,七番勝負,第3局,,なし
2016-01-25,王将戦,65,,郷田真隆,●,○,羽生善治,,七番勝負,第2局,,なし
2016-01-11,王将戦,65,,郷田真隆,○,●,羽生善治,,七番勝負,第1局,,なし
2015-12-03,竜王戦,28,,糸谷哲郎,●,○,渡辺明,,七番勝負,第5局,,なし
2015-11-20,竜王戦,28,,糸谷哲郎,●,○,渡辺明,,七番勝負,第4局,,なし
2015-11-06,竜王戦,28,,糸谷哲郎,●,○,渡辺明,,七番勝負,第3局,,なし
2015-10-30,竜王戦,28,,糸谷哲郎,●,○,渡辺明,,七番勝負,第2局,,なし
2015-10-16,竜王戦,28,,糸谷哲郎,○,●,渡辺明,,七番勝負,第1局,,なし
2015-10-26,王座戦,63,,羽生善治,○,●,佐藤天彦,,五番勝負,第5局,,なし
2015-10-06,王座戦,63,,羽生善治,○,●,佐藤天彦,,五番勝負,第4局,,なし
2015-09-24,王座戦,63,,羽生善治,●,○,佐藤天彦,,五番勝負,第3局,,なし
2015-09-17,王座戦,63,,羽生善治,●,○,佐藤天彦,,五番勝負,第2局,,なし
2015-09-02,王座戦,63,,羽生善治,○,●,佐藤天彦,,五番勝負,第1局,,なし
2015-08-27,王位戦,56,,羽生善治,○,●,広瀬章人,,七番勝負,第5局,,なし
2015-08-19,王位戦,56,,羽生善治,○,●,広瀬章人,,七番勝負,第4局,,なし
2015-08-06,王位戦,56,,羽生善治,●,○,広瀬章人,,七番勝負,第3局,,なし
2015-07-22,王位戦,56,,羽生善治,○,●,広瀬章人,,七番勝負,第2局,,なし
2015-07-08,王位戦,56,,羽生善治,○,●,広瀬章人,,七番勝負,第1局,,なし
2015-05-29,名人戦,73,,羽生善治,○,●,行方尚史,,七番勝負,第5局,,なし
2015-05-21,名人戦,73,,羽生善治,○,●,行方尚史,,七番勝負,第4局,,なし
2015-05-08,名人戦,73,,羽生善治,○,●,行方尚史,,七番勝負,第3局,,なし
2015-04-23,名人戦,73,,羽生善治,●,○,行方尚史,,七番勝負,第2局,,なし
2015-04-09,名人戦,73,,羽生善治,○,●,行方尚史,,七番勝負,第1局,,なし
2015-03-27,王将戦,64,,渡辺明,●,○,郷田真隆,,七番勝負,第7局,,なし
2015-03-20,王将戦,64,,渡辺明,●,○,郷田真隆,,七番勝負,第6局,,なし
2015-03-13,王将戦,64,,渡辺明,○,●,郷田真隆,,七番勝負,第5局,,なし
2015-02-17,王将戦,64,,渡辺明,●,○,郷田真隆,,七番勝負,第4局,,なし
2015-01-30,王将戦,64,,渡辺明,●,○,郷田真隆,,七番勝負,第3局,,なし
2015-01-23,王将戦,64,,渡辺明,○,●,郷田真隆,,七番勝負,第2局,,なし
2015-01-12,王将戦,64,,渡辺明,○,●,郷田真隆,,七番勝負,第1局,,なし
2015-03-08,棋王戦,40,,渡辺明,○,●,羽生善治,,五番勝負,第3局,,なし
2015-02-21,棋王戦,40,,渡辺明,○,●,羽生善治,,五番勝負,第2局,,なし
2015-02-11,棋王戦,40,,渡辺明,○,●,羽生善治,,五番勝負,第1局,,なし
2014-12-04,竜王戦,27,,森内俊之,●,○,糸谷哲郎,,七番勝負,第5局,,なし
2014-11-21,竜王戦,27,,森内俊之,●,○,糸谷哲郎,,七番勝負,第4局,,なし
2014-11-07,竜王戦,27,,森内俊之,○,●,糸谷哲郎,,七番勝負,第3局,,なし
2014-10-31,竜王戦,27,,森内俊之,●,○,糸谷哲郎,,七番勝負,第2局,,なし
2014-10-17,竜王戦,27,,森内俊之,●,○,糸谷哲郎,,七番勝負,第1局,,なし
2014-10-23,王座戦,62,,羽生善治,○,●,豊島将之,,五番勝負,第5局,,なし
2014-10-07,王座戦,62,,羽生善治,●,○,豊島将之,,五番勝負,第4局,,なし
2014-09-30,王座戦,62,,羽生善治,●,○,豊島将之,,五番勝負,第3局,,なし
2014-09-18,王座戦,62,,羽生善治,○,●,豊島将之,,五番勝負,第2局,,なし
2014-09-04,王座戦,62,,羽生善治,○,●,豊島将之,,五番勝負,第1局,,なし
2014-09-25,王位戦,55,,羽生善治,○,●,木村一基,,七番勝負,第7局,,なし
2014-09-11,王位戦,55,,羽生善治,●,○,木村一基,,七番勝負,第6局,,なし
2014-08-28,王位戦,55,,羽生善治,○,●,木村一基,,七番勝負,第5局,,なし
2014-08-21,王位戦,55,,羽生善治,○,●,木村一基,,七番勝負,第4局,,なし
2014-08-06,王位戦,55,,羽生善治,持,持,木村一基,,七番勝負,第3局,,なし
2014-07-24,王位戦,55,,羽生善治,○,●,木村一基,,七番勝負,第2局,,なし
2014-07-09,王位戦,55,,羽生善治,●,○,木村一基,,七番勝負,第1局,,なし
2014-07-05,棋聖戦,85,,羽生善治,○,●,森内俊之,,五番勝負,第3局,,なし
2014-06-21,棋聖戦,85,,羽生善治,○,●,森内俊之,,五番勝負,第2局,,なし
2014-06-02,棋聖戦,85,,羽生善治,○,●,森内俊之,,五番勝負,第1局,,なし
2014-05-21,名人戦,72,,森内俊之,●,○,羽生善治,,七番勝負,第4局,,なし
2014-05-09,名人戦,72,,森内俊之,●,○,羽生善治,,七番勝負,第3局,,なし
2014-04-23,名人戦,72,,森内俊之,●,○,羽生善治,,七番勝負,第2局,,なし
2014-04-09,名人戦,72,,森内俊之,●,○,羽生善治,,七番勝負,第1局,,なし
